SpliceID	Histology
SE=TENT4A:6748464-6748590_6745914-6746427_6749556-6749657_skipping	Atypical teratoid rhabdoid tumor
SE=MAP4:47915951-47917174_47877416-47877523_47918718-47918841_skipping	Atypical teratoid rhabdoid tumor
SE=SPAG17:118093156-118093317_118091929-118092002_118097669-118097851_skipping	Atypical teratoid rhabdoid tumor
SE=COL11A2:33184992-33185054_33181110-33181170_33186626-33186818_skipping	Atypical teratoid rhabdoid tumor
SE=ERVK3-1:58312028-58312462_58306087-58306216_58314747-58314781_skipping	Atypical teratoid rhabdoid tumor
SE=ERVK3-1:58312197-58312462_58306087-58306216_58314747-58315202_skipping	Atypical teratoid rhabdoid tumor
SE=RELL1:37631385-37631523_37610633-37613342_37634886-37635123_skipping	Atypical teratoid rhabdoid tumor
SE=CLEC2L:139540321-139540487_139536273-139536348_139542020-139542121_skipping	Atypical teratoid rhabdoid tumor
SE=TMEM245:109106508-109106609_109093474-109093591_109108452-109108488_skipping	Atypical teratoid rhabdoid tumor
SE=TSPAN14:80489217-80489314_80468546-80468687_80507227-80507374_skipping	Atypical teratoid rhabdoid tumor
SE=TRIO:14504393-14504593_14502578-14502657_14507879-14508333_skipping	Atypical teratoid rhabdoid tumor
SE=TRIO:14507122-14507260_14502578-14502657_14507879-14508676_skipping	Atypical teratoid rhabdoid tumor
SE=SGK2:43576224-43576379_43574376-43575004_43579971-43580061_skipping	Atypical teratoid rhabdoid tumor
SE=LINC01036:187326921-187327023_187303465-187303539_187328990-187329060_skipping	Atypical teratoid rhabdoid tumor
SE=PPM1B:44209210-44209327_44168909-44169274_44217966-44218078_skipping	Atypical teratoid rhabdoid tumor
SE=WASHC2C:45740073-45740246_45737982-45738045_45743389-45743483_skipping	Atypical teratoid rhabdoid tumor
SE=LRRC51:72088297-72088380_72080565-72080885_72093495-72093701_skipping	Atypical teratoid rhabdoid tumor
SE=IPO4:24181513-24181617_24180682-24180758_24181710-24181843_skipping	Atypical teratoid rhabdoid tumor
SE=ADGRB1:142479323-142479487_142478186-142478360_142479692-142479794_skipping	Atypical teratoid rhabdoid tumor
RI=VEPH1:157459622-157460355_157459621-157459926_157460180-157460355_skipping	Atypical teratoid rhabdoid tumor
SE=PTGR2:73881205-73881292_73876997-73880176_73882398-73882438_skipping	Atypical teratoid rhabdoid tumor
SE=POU6F1:51206789-51206947_51204320-51204368_51217641-51218062_skipping	Atypical teratoid rhabdoid tumor
SE=SLC66A1L:157553230-157553340_157543245-157543509_157569306-157569917_skipping	Atypical teratoid rhabdoid tumor
SE=DGUOK:73946719-73946906_73938909-73939022_73957124-73957240_skipping	Atypical teratoid rhabdoid tumor
SE=DLG4:7192945-7193117_7191892-7192002_7193482-7193584_skipping	Atypical teratoid rhabdoid tumor
SE=IGSF9B:133935617-133935762_133932070-133932213_133936052-133936194_skipping	Atypical teratoid rhabdoid tumor
SE=SIPA1L2:232403448-232403571_232402391-232402473_232415493-232415625_skipping	Atypical teratoid rhabdoid tumor
SE=KIAA2026:5910615-5910707_5881595-5881675_5913857-5913860_skipping	Atypical teratoid rhabdoid tumor
SE=ESCO1:21536042-21536185_21532472-21532660_21539919-21540009_skipping	Atypical teratoid rhabdoid tumor
SE=AMPH:38422421-38422477_38394004-38394214_38426953-38426986_skipping	Atypical teratoid rhabdoid tumor
SE=DLG4:7191893-7192002_7191266-7191358_7193482-7193584_skipping	Atypical teratoid rhabdoid tumor
A5SS=MPPE1:11905738-11905953_11905911-11905953_11897525-11897620_skipping	Atypical teratoid rhabdoid tumor
SE=THSD7B:137411609-137411872_137405612-137405807_137450844-137451023_skipping	Atypical teratoid rhabdoid tumor
SE=PTPRQ:80425023-80425129_80424437-80424588_80427456-80427551_skipping	Atypical teratoid rhabdoid tumor
SE=ARHGEF9:63724532-63724711_63706257-63706449_63736989-63737118_skipping	Atypical teratoid rhabdoid tumor
SE=MTSS2:70674306-70674528_70664919-70665096_70676880-70676978_skipping	Atypical teratoid rhabdoid tumor
SE=PPP4R1:9588089-9588235_9584720-9584828_9588710-9588853_skipping	Atypical teratoid rhabdoid tumor
SE=ENSG00000284906:30647668-30647714_30646113-30646295_30658765-30658844_skipping	Atypical teratoid rhabdoid tumor
SE=ZFYVE27:97749474-97749586_97744728-97744915_97750330-97750470_skipping	Atypical teratoid rhabdoid tumor
SE=ENSG00000237188:147280026-147280191_147276103-147276257_147285323-147285487_skipping	Atypical teratoid rhabdoid tumor
SE=PODXL2:127668441-127668597_127662236-127662311_127669140-127669202_skipping	Atypical teratoid rhabdoid tumor
SE=SNRNP27:69895094-69895214_69893955-69894018_69896435-69896548_skipping	Atypical teratoid rhabdoid tumor
SE=TRMT1L:185123857-185123919_185120382-185120509_185124943-185125110_skipping	Atypical teratoid rhabdoid tumor
SE=DDX43:73412205-73412292_73409247-73409348_73413657-73413785_skipping	Atypical teratoid rhabdoid tumor
SE=ELP1:108922842-108922927_108916203-108919349_108926522-108926595_skipping	Atypical teratoid rhabdoid tumor
SE=ENO2:6917038-6917107_6916670-6916729_6917580-6917714_skipping	Atypical teratoid rhabdoid tumor
SE=ANKIB1:92362185-92362273_92352475-92352642_92371476-92371607_skipping	Atypical teratoid rhabdoid tumor
SE=SRRM3:76235028-76235299_76201895-76202067_76248187-76248289_skipping	Atypical teratoid rhabdoid tumor
SE=TADA2A:37426950-37427009_37423508-37423615_37440504-37440579_skipping	Atypical teratoid rhabdoid tumor
SE=IGF2BP3:23361534-23361597_23351304-23351586_23468481-23468542_skipping	Atypical teratoid rhabdoid tumor
SE=PVT1:127795894-127796008_127794541-127794734_127816827-127816884_skipping	Atypical teratoid rhabdoid tumor
SE=FAM135B:138250841-138251014_138242941-138243068_138256688-138256759_skipping	Atypical teratoid rhabdoid tumor
SE=MACROH2A2:70109033-70109207_70098646-70100297_70111517-70111683_skipping	Atypical teratoid rhabdoid tumor
SE=MAP4:47921765-47921878_47877326-47877523_47928227-47928302_skipping	Atypical teratoid rhabdoid tumor
SE=ANXA5:121678415-121678494_121677893-121677950_121681670-121681761_skipping	Atypical teratoid rhabdoid tumor
SE=PTPN9:75479848-75479914_75473688-75473767_75490207-75490301_skipping	Atypical teratoid rhabdoid tumor
SE=PASK:241139885-241140055_241138653-241138794_241142836-241143074_skipping	Atypical teratoid rhabdoid tumor
SE=MYCBP2:77076751-77076849_77070630-77070711_77077147-77077387_skipping	Atypical teratoid rhabdoid tumor
SE=SLC17A5:73636621-73636707_73635232-73635500_73638411-73638499_skipping	Atypical teratoid rhabdoid tumor
SE=KCNQ1:2583435-2583545_2572845-2572986_2587569-2587692_skipping	Atypical teratoid rhabdoid tumor
A5SS=LINC01902:39865769-39866037_39865768-39865911_39867128-39867374_skipping	Atypical teratoid rhabdoid tumor
SE=SPG7:89552852-89553135_89550493-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SE=SPG7:89552979-89553135_89548158-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SE=SPG7:89552979-89553163_89550493-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SE=SPG7:89553024-89553135_89550493-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SE=ANKAR:189737683-189737841_189728659-189728821_189741341-189741451_skipping	Atypical teratoid rhabdoid tumor
SE=JADE2:134566116-134566580_134564171-134564610_134573644-134573762_skipping	Atypical teratoid rhabdoid tumor
SE=MAP3K1:56875032-56875310_56872824-56873005_56878979-56879101_skipping	Atypical teratoid rhabdoid tumor
SE=FAM72C:143964855-143964979_143955286-143956481_143968923-143969001_skipping	Atypical teratoid rhabdoid tumor
SE=GIGYF2:232722554-232722658_232697304-232697392_232724573-232724691_skipping	Atypical teratoid rhabdoid tumor
SE=HSD17B6:56763198-56763414_56752160-56752318_56773833-56774078_skipping	Atypical teratoid rhabdoid tumor
SE=BTBD11:107649206-107649274_107642089-107642171_107651673-107651787_skipping	Atypical teratoid rhabdoid tumor
A5SS=TMPRSS2:41494356-41494578_41494479-41494578_41489506-41489593_skipping	Atypical teratoid rhabdoid tumor
SE=PLEKHA4:48861620-48861692_48861400-48861501_48867536-48867595_skipping	Atypical teratoid rhabdoid tumor
SE=BAALC-AS1:103268391-103268472_103264798-103267520_103285837-103285897_skipping	Atypical teratoid rhabdoid tumor
SE=MPV17L:15399431-15399548_15396083-15396207_15400786-15400857_skipping	Atypical teratoid rhabdoid tumor
A5SS=GET1:39405914-39406298_39405913-39406058_39406561-39406731_skipping	Atypical teratoid rhabdoid tumor
SE=EFCAB6:43530815-43530964_43528743-43528975_43534687-43534872_skipping	Atypical teratoid rhabdoid tumor
SE=NRSN2:353210-353306_349637-349832_355325-355349_skipping	Atypical teratoid rhabdoid tumor
SE=GSDMB:39908958-39909042_39906110-39906271_39909755-39909924_skipping	Atypical teratoid rhabdoid tumor
SE=CACNA1A:13245182-13245265_13235613-13235730_13252990-13252995_skipping	Atypical teratoid rhabdoid tumor
SE=MFRP:119344315-119344391_119343815-119343964_119344631-119344757_skipping	Atypical teratoid rhabdoid tumor
SE=SEMA3A:84489096-84489182_84371823-84371900_84492459-84492549_skipping	Atypical teratoid rhabdoid tumor
SE=AK2:33031544-33031661_33021592-33021703_33036735-33036902_skipping	Atypical teratoid rhabdoid tumor
SE=IGSF21:18376310-18376395_18365222-18365697_18376799-18376992_skipping	Atypical teratoid rhabdoid tumor
SE=TPGS2:36800198-36800311_36786572-36787079_36805373-36805397_skipping	Atypical teratoid rhabdoid tumor
SE=PELI3:66468833-66468904_66466904-66467027_66471241-66471371_skipping	Atypical teratoid rhabdoid tumor
SE=ZNF213:3138745-3138818_3138353-3138541_3140688-3141779_skipping	Atypical teratoid rhabdoid tumor
SE=ATP1B2:7654628-7654684_7654051-7654257_7655526-7655625_skipping	Atypical teratoid rhabdoid tumor
SE=PKN1:14451829-14452023_14450805-14451109_14458030-14458079_skipping	Atypical teratoid rhabdoid tumor
A5SS=EWSR1:29298733-29299280_29298732-29298895_29299598-29299851_skipping	Atypical teratoid rhabdoid tumor
SE=CBLC:44782370-44782491_44781206-44781363_44784263-44784401_skipping	Atypical teratoid rhabdoid tumor
SE=PTPRU:29284731-29284869_29283722-29283976_29291868-29292026_skipping	Atypical teratoid rhabdoid tumor
A3SS=SLC7A8:23182764-23183038_23182763-23182955_23183350-23183650_skipping	Atypical teratoid rhabdoid tumor
SE=NDUFB5:179616983-179617044_179615205-179616049_179623919-179624498_skipping	Atypical teratoid rhabdoid tumor
SE=NDUFB5:179618415-179618521_179615982-179616049_179623919-179624091_skipping	Atypical teratoid rhabdoid tumor
SE=DDR1:30884538-30884710_30884057-30884145_30885624-30885680_skipping	Atypical teratoid rhabdoid tumor
SE=TNFSF12-TNFSF13:7559624-7559702_7550942-7550978_7559845-7559893_skipping	Atypical teratoid rhabdoid tumor
SE=BTBD7:93245825-93246286_93237549-93243088_93248475-93248654_skipping	Atypical teratoid rhabdoid tumor
SE=TNFRSF4:1212638-1212704_1211941-1212138_1212991-1213093_skipping	Atypical teratoid rhabdoid tumor
SE=SESTD1:179191787-179191866_179183079-179183188_179264498-179264625_skipping	Atypical teratoid rhabdoid tumor
SE=ZNFX1:49260463-49260577_49257416-49257664_49263333-49263483_skipping	Atypical teratoid rhabdoid tumor
SE=DCTN5:23661170-23661281_23658506-23658625_23665625-23665693_skipping	Atypical teratoid rhabdoid tumor
SE=NECAB3:33669375-33669712_33660250-33660395_33672397-33672422_skipping	Atypical teratoid rhabdoid tumor
SE=ARHGEF11:156943935-156944102_156942689-156942780_156944357-156944433_skipping	Atypical teratoid rhabdoid tumor
SE=IRX1:3600609-3600681_3599224-3600260_3600982-3601403_skipping	Atypical teratoid rhabdoid tumor
SE=TRMT1:13116187-13116431_13115463-13115466_13116652-13116748_skipping	Atypical teratoid rhabdoid tumor
SE=KLHL12:202895522-202895717_202894590-202894749_202896853-202896960_skipping	Atypical teratoid rhabdoid tumor
SE=PRKAR2A:48756379-48756444_48751338-48751718_48765003-48765078_skipping	Atypical teratoid rhabdoid tumor
SE=ZNF683:26367593-26367797_26364531-26365226_26368457-26368582_skipping	Atypical teratoid rhabdoid tumor
A3SS=FXYD6:117841990-117842028_117841989-117842025_117842106-117842261_skipping	Atypical teratoid rhabdoid tumor
SE=AVL9:32544694-32544779_32543140-32543261_32551333-32551423_skipping	Atypical teratoid rhabdoid tumor
SE=SH2D3C:127749211-127749665_127744563-127745099_127751171-127751300_skipping	Atypical teratoid rhabdoid tumor
SE=CSMD3:112638696-112638911_112636816-112637005_112645108-112645225_skipping	Atypical teratoid rhabdoid tumor
SE=ZNF696:143292972-143293065_143291416-143291767_143295739-143295964_skipping	Atypical teratoid rhabdoid tumor
SE=DGKB:14630236-14630268_14621140-14621494_14672928-14673027_skipping	Atypical teratoid rhabdoid tumor
A3SS=PAQR6:156244690-156244911_156244689-156244789_156245534-156245661_skipping	Atypical teratoid rhabdoid tumor
SE=MYO15A:18167590-18167723_18163741-18163838_18171637-18171771_skipping	Atypical teratoid rhabdoid tumor
SE=ENSG00000229180:66588512-66588580_66578528-66578727_66592256-66592386_skipping	Atypical teratoid rhabdoid tumor
SE=ARHGAP22:48582953-48583152_48555462-48555550_48652233-48652396_skipping	Atypical teratoid rhabdoid tumor
SE=TTC21A:39110029-39110139_39109084-39109214_39114584-39114742_skipping	Atypical teratoid rhabdoid tumor
